LOCALIZADOR;PLAN.;ID ELEM;ELEMENTO;QTDE ELEM;OS;POSICAO;BITOLA;PESO (KG);QTDE;Compr. Unit.;Compr. Corte;QR CODE
LOCALIZADOR;PLAN.;ID ELEM;ELEMENTO;QTDE ELEM;OS;POSICAO;BITOLA;PESO (KG);QTDE;Compr. Unit.;Compr. Corte;QR CODE
LIVING-MA.127;22614;20-1;V31;1;177;10;12,5mm;12,15;2;620;620;BF2D@HjLIVING-MA.127@r01@i177@p492961@l6200@n2@e12.152@d12.5@gCA50@s50.00@v@Gl6200@w0@C93@
LIVING-MA.127;22614;20-1;V31;1;178;11;12,5mm;4,75;1;485;485;BF2D@HjLIVING-MA.127@r01@i178@p492962@l4850@n1@e4.753@d12.5@gCA50@s50.00@v@Gl4850@w0@C82@
LIVING-MA.127;22614;20-1;V31;1;179;12;16mm;18,08;2;565;565;BF2D@HjLIVING-MA.127@r01@i179@p492963@l5650@n2@e18.08@d16.0@gCA50@s240.00@v@Gl5650@w0@C67@
LIVING-MA.127;22614;20-1;V31;1;180;13;16mm;13,76;2;430;430;BF2D@HjLIVING-MA.127@r01@i180@p492964@l4300@n2@e13.76@d16.0@gCA50@s240.00@v@Gl4300@w0@C92@
LIVING-MA.127;22614;20-1;V31;1;181;14;16mm;10,56;2;330;330;BF2D@HjLIVING-MA.127@r01@i181@p492965@l3300@n2@e10.56@d16.0@gCA50@s240.00@v@Gl3300@w0@C65@
LIVING-MA.127;22614;20-1;V31;1;182;15;12,5mm;10,58;2;540;540;BF2D@HjLIVING-MA.127@r01@i182@p492966@l5400@n2@e10.584@d12.5@gCA50@s50.00@v@Gl5400@w0@C83@
LIVING-MA.127;22614;20-1;V31;1;183;16;12,5mm;4,07;1;415;415;BF2D@HjLIVING-MA.127@r01@i183@p492967@l4150@n1@e4.067@d12.5@gCA50@s50.00@v@Gl4150@w0@C65@
LIVING-MA.127;22614;20-1;V31;1;184;17;8mm;7,30;16;114;107;BF2D@HjLIVING-MA.127@r01@i184@p492968@l1140@n16@e7.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l350@w-90@l140@w-90@l350@w-90@l140@w-120@l80@w0@C69@
LIVING-MA.127;22614;20-1;V31;1;185;18;8mm;64,03;92;174;167;BF2D@HjLIVING-MA.127@r01@i185@p492969@l1740@n92@e64.032@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C76@
LIVING-MA.127;22614;20-1;V31;1;186;19;10mm;30,28;27;178;169;BF2D@HjLIVING-MA.127@r01@i186@p492970@l1780@n27@e30.278@d10.0@gCA50@s40.00@v@Gl100@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l100@w0@C82@
LIVING-MA.127;22614;20-1;V31;1;187;20;8mm;14,69;6;612;612;BF2D@HjLIVING-MA.127@r01@i187@p492971@l6120@n6@e14.688@d8.0@gCA50@s32.00@v@Gl6120@w0@C85@
LIVING-MA.127;22614;20-1;V31;1;188;21;8mm;13,68;6;570;570;BF2D@HjLIVING-MA.127@r01@i188@p492972@l5700@n6@e13.68@d8.0@gCA50@s32.00@v@Gl5700@w0@C70@
LIVING-MA.127;22614;20-1;V31;1;189;22;8mm;12,77;6;532;532;BF2D@HjLIVING-MA.127@r01@i189@p492973@l5320@n6@e12.768@d8.0@gCA50@s32.00@v@Gl5320@w0@C82@
LIVING-MA.127;22614;21;V28;1;122;01;6,3mm;2,53;4;253;253;BF2D@HjLIVING-MA.127@r01@i122@p492903@l2530@n4@e2.53@d6.3@gCA50@s25.00@v@Gl2530@w0@C83@
LIVING-MA.127;22614;21;V28;1;123;02;20mm;53,10;6;354;349;BF2D@HjLIVING-MA.127@r01@i123@p492904@l3540@n6@e53.1@d20.0@gCA50@s300.00@v@Gl330@w-90@l3210@w0@C78@
LIVING-MA.127;22614;21;V28;1;124;03;20mm;66,45;6;443;438;BF2D@HjLIVING-MA.127@r01@i124@p492905@l4430@n6@e66.45@d20.0@gCA50@s300.00@v@Gl630@w-90@l3800@w0@C73@
LIVING-MA.127;22614;21;V28;1;125;04;16mm;29,76;3;620;620;BF2D@HjLIVING-MA.127@r01@i125@p492906@l6200@n3@e29.76@d16.0@gCA50@s240.00@v@Gl6200@w0@C87@
LIVING-MA.127;22614;21;V28;1;126;05;8mm;3,04;4;190;188;BF2D@HjLIVING-MA.127@r01@i126@p492907@l1900@n4@e3.04@d8.0@gCA50@s32.00@v@Gl310@w-90@l1590@w0@C95@
LIVING-MA.127;22614;21;V28;1;127;06;16mm;55,10;4;861;857;BF2D@HjLIVING-MA.127@r01@i127@p492908@l8610@n4@e55.104@d16.0@gCA50@s240.00@v@Gl550@w-90@l8060@w0@C75@
LIVING-MA.127;22614;21;V28;1;128;07;16mm;15,68;2;490;490;BF2D@HjLIVING-MA.127@r01@i128@p492909@l4900@n2@e15.68@d16.0@gCA50@s240.00@v@Gl4900@w0@C76@
LIVING-MA.127;22614;21;V28;1;129;08;12,5mm;7,50;3;255;255;BF2D@HjLIVING-MA.127@r01@i129@p492910@l2550@n3@e7.497@d12.5@gCA50@s50.00@v@Gl2550@w0@C93@
LIVING-MA.127;22614;21;V28;1;130;09;8mm;7,30;16;114;107;BF2D@HjLIVING-MA.127@r01@i130@p492911@l1140@n16@e7.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l350@w-90@l140@w-90@l350@w-90@l140@w-120@l80@w0@C90@
LIVING-MA.127;22614;21;V28;1;131;10;8mm;59,16;85;174;167;BF2D@HjLIVING-MA.127@r01@i131@p492912@l1740@n85@e59.16@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C73@
LIVING-MA.127;22614;21;V28;1;132;11;8mm;37,54;12;782;782;BF2D@HjLIVING-MA.127@r01@i132@p492913@l7820@n12@e37.536@d8.0@gCA50@s32.00@v@Gl7820@w0@C73@
LIVING-MA.127;22614;21;V28;1;133;12;8mm;6,02;6;251;251;BF2D@HjLIVING-MA.127@r01@i133@p492914@l2510@n6@e6.024@d8.0@gCA50@s32.00@v@Gl2510@w0@C66@
LIVING-MA.127;22614;21-1;V30;1;156;01;6,3mm;2,53;4;253;253;BF2D@HjLIVING-MA.127@r01@i156@p492939@l2530@n4@e2.53@d6.3@gCA50@s25.00@v@Gl2530@w0@C67@
LIVING-MA.127;22614;21-1;V30;1;157;02;20mm;53,10;6;354;349;BF2D@HjLIVING-MA.127@r01@i157@p492940@l3540@n6@e53.1@d20.0@gCA50@s300.00@v@Gl330@w-90@l3210@w0@C71@
LIVING-MA.127;22614;21-1;V30;1;158;03;20mm;66,45;6;443;438;BF2D@HjLIVING-MA.127@r01@i158@p492941@l4430@n6@e66.45@d20.0@gCA50@s300.00@v@Gl630@w-90@l3800@w0@C66@
LIVING-MA.127;22614;21-1;V30;1;159;04;16mm;29,76;3;620;620;BF2D@HjLIVING-MA.127@r01@i159@p492942@l6200@n3@e29.76@d16.0@gCA50@s240.00@v@Gl6200@w0@C80@
LIVING-MA.127;22614;21-1;V30;1;160;05;8mm;3,04;4;190;188;BF2D@HjLIVING-MA.127@r01@i160@p492943@l1900@n4@e3.04@d8.0@gCA50@s32.00@v@Gl310@w-90@l1590@w0@C65@
LIVING-MA.127;22614;21-1;V30;1;161;06;16mm;55,10;4;861;857;BF2D@HjLIVING-MA.127@r01@i161@p492944@l8610@n4@e55.104@d16.0@gCA50@s240.00@v@Gl550@w-90@l8060@w0@C77@
LIVING-MA.127;22614;21-1;V30;1;162;07;16mm;15,68;2;490;490;BF2D@HjLIVING-MA.127@r01@i162@p492945@l4900@n2@e15.68@d16.0@gCA50@s240.00@v@Gl4900@w0@C78@
LIVING-MA.127;22614;21-1;V30;1;163;08;12,5mm;7,50;3;255;255;BF2D@HjLIVING-MA.127@r01@i163@p492946@l2550@n3@e7.497@d12.5@gCA50@s50.00@v@Gl2550@w0@C86@
LIVING-MA.127;22614;21-1;V30;1;164;09;8mm;7,30;16;114;107;BF2D@HjLIVING-MA.127@r01@i164@p492947@l1140@n16@e7.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l350@w-90@l140@w-90@l350@w-90@l140@w-120@l80@w0@C74@
LIVING-MA.127;22614;21-1;V30;1;165;10;8mm;59,16;85;174;167;BF2D@HjLIVING-MA.127@r01@i165@p492948@l1740@n85@e59.16@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C89@
LIVING-MA.127;22614;21-1;V30;1;166;11;8mm;37,54;12;782;782;BF2D@HjLIVING-MA.127@r01@i166@p492949@l7820@n12@e37.536@d8.0@gCA50@s32.00@v@Gl7820@w0@C89@
LIVING-MA.127;22614;21-1;V30;1;167;12;8mm;6,02;6;251;251;BF2D@HjLIVING-MA.127@r01@i167@p492950@l2510@n6@e6.024@d8.0@gCA50@s32.00@v@Gl2510@w0@C91@
LIVING-MA.127;22614;25;V29;1;134;01;20mm;32,85;3;438;433;BF2D@HjLIVING-MA.127@r01@i134@p492916@l4380@n3@e32.85@d20.0@gCA50@s300.00@v@Gl630@w-90@l3750@w0@C68@
LIVING-MA.127;22614;25;V29;1;135;02;16mm;36,38;6;379;375;BF2D@HjLIVING-MA.127@r01@i135@p492917@l3790@n6@e36.384@d16.0@gCA50@s240.00@v@Gl330@w-90@l3460@w0@C66@
LIVING-MA.127;22614;25;V29;1;136;03;25mm;57,33;2;735;735;BF2D@HjLIVING-MA.127@r01@i136@p492918@l7350@n2@e57.33@d25.0@gCA50@s375.00@v@Gl7350@w0@C66@
LIVING-MA.127;22614;25;V29;1;137;04;20mm;44,50;4;445;445;BF2D@HjLIVING-MA.127@r01@i137@p492919@l4450@n4@e44.5@d20.0@gCA50@s300.00@v@Gl4450@w0@C72@
LIVING-MA.127;22614;25;V29;1;138;05;25mm;47,58;4;305;305;BF2D@HjLIVING-MA.127@r01@i138@p492920@l3050@n4@e47.58@d25.0@gCA50@s375.00@v@Gl3050@w0@C77@
LIVING-MA.127;22614;25;V29;1;139;06;25mm;55,77;2;715;715;BF2D@HjLIVING-MA.127@r01@i139@p492921@l7150@n2@e55.77@d25.0@gCA50@s375.00@v@Gl7150@w0@C67@
LIVING-MA.127;22614;25;V29;1;140;07;16mm;17,38;3;362;358;BF2D@HjLIVING-MA.127@r01@i140@p492922@l3620@n3@e17.376@d16.0@gCA50@s240.00@v@Gl630@w-90@l2990@w0@C75@
LIVING-MA.127;22614;25;V29;1;141;08;8mm;3,31;4;207;205;BF2D@HjLIVING-MA.127@r01@i141@p492923@l2070@n4@e3.312@d8.0@gCA50@s32.00@v@Gl320@w-90@l1750@w0@C84@
LIVING-MA.127;22614;25;V29;1;142;09;12,5mm;12,15;2;620;620;BF2D@HjLIVING-MA.127@r01@i142@p492924@l6200@n2@e12.152@d12.5@gCA50@s50.00@v@Gl6200@w0@C70@
LIVING-MA.127;22614;25;V29;1;143;10;12,5mm;4,31;1;440;440;BF2D@HjLIVING-MA.127@r01@i143@p492925@l4400@n1@e4.312@d12.5@gCA50@s50.00@v@Gl4400@w0@C86@
LIVING-MA.127;22614;25;V29;1;144;11;20mm;36,50;2;730;730;BF2D@HjLIVING-MA.127@r01@i144@p492926@l7300@n2@e36.5@d20.0@gCA50@s300.00@v@Gl7300@w0@C83@
LIVING-MA.127;22614;25;V29;1;145;12;20mm;21,75;2;435;435;BF2D@HjLIVING-MA.127@r01@i145@p492927@l4350@n2@e21.75@d20.0@gCA50@s300.00@v@Gl4350@w0@C92@
LIVING-MA.127;22614;25;V29;1;146;13;20mm;16,75;2;335;335;BF2D@HjLIVING-MA.127@r01@i146@p492928@l3350@n2@e16.75@d20.0@gCA50@s300.00@v@Gl3350@w0@C88@
LIVING-MA.127;22614;25;V29;1;147;14;12,5mm;10,58;2;540;540;BF2D@HjLIVING-MA.127@r01@i147@p492929@l5400@n2@e10.584@d12.5@gCA50@s50.00@v@Gl5400@w0@C83@
LIVING-MA.127;22614;25;V29;1;148;15;12,5mm;3,58;1;365;365;BF2D@HjLIVING-MA.127@r01@i148@p492930@l3650@n1@e3.577@d12.5@gCA50@s50.00@v@Gl3650@w0@C93@
LIVING-MA.127;22614;25;V29;1;149;16;8mm;7,30;16;114;107;BF2D@HjLIVING-MA.127@r01@i149@p492931@l1140@n16@e7.296@d8.0@gCA50@s32.00@v@Gl80@w-120@l350@w-90@l140@w-90@l350@w-90@l140@w-120@l80@w0@C78@
LIVING-MA.127;22614;25;V29;1;150;17;8mm;61,25;88;174;167;BF2D@HjLIVING-MA.127@r01@i150@p492932@l1740@n88@e61.248@d8.0@gCA50@s32.00@v@Gl80@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l80@w0@C83@
LIVING-MA.127;22614;25;V29;1;151;18;12,5mm;48,16;27;182;171;BF2D@HjLIVING-MA.127@r01@i151@p492933@l1820@n27@e48.157@d12.5@gCA50@s50.00@v@Gl120@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l120@w0@C79@
LIVING-MA.127;22614;25;V29;1;152;19;10mm;20,18;18;178;169;BF2D@HjLIVING-MA.127@r01@i152@p492934@l1780@n18@e20.185@d10.0@gCA50@s40.00@v@Gl100@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l100@w0@C93@
LIVING-MA.127;22614;25;V29;1;153;20;8mm;14,69;6;612;612;BF2D@HjLIVING-MA.127@r01@i153@p492935@l6120@n6@e14.688@d8.0@gCA50@s32.00@v@Gl6120@w0@C92@
LOCALIZADOR;PLAN.;ID ELEM;ELEMENTO;QTDE ELEM;OS;POSICAO;BITOLA;PESO (KG);QTDE;Compr. Unit.;Compr. Corte;QR CODE
LIVING-MA.127;22614;25;V29;1;154;21;8mm;13,68;6;570;570;BF2D@HjLIVING-MA.127@r01@i154@p492936@l5700@n6@e13.68@d8.0@gCA50@s32.00@v@Gl5700@w0@C77@
LIVING-MA.127;22614;25;V29;1;155;22;8mm;12,77;6;532;532;BF2D@HjLIVING-MA.127@r01@i155@p492937@l5320@n6@e12.768@d8.0@gCA50@s32.00@v@Gl5320@w0@C89@
LIVING-MA.127;22614;27;V45;1;1;01;6,3mm;1,85;2;370;369;BF2D@HjLIVING-MA.127@r01@i1@p492774@l3700@n2@e1.85@d6.3@gCA50@s25.00@v@Gl270@w-90@l3430@w0@C93@
LIVING-MA.127;22614;27;V45;1;2;02;16mm;25,92;2;810;810;BF2D@HjLIVING-MA.127@r01@i2@p492775@l8100@n2@e25.92@d16.0@gCA50@s240.00@v@Gl8100@w0@C94@
LIVING-MA.127;22614;27;V45;1;3;03;12,5mm;8,23;2;420;420;BF2D@HjLIVING-MA.127@r01@i3@p492776@l4200@n2@e8.232@d12.5@gCA50@s50.00@v@Gl4200@w0@C85@
LIVING-MA.127;22614;27;V45;1;4;04;16mm;28,00;2;875;875;BF2D@HjLIVING-MA.127@r01@i4@p492777@l8750@n2@e28@d16.0@gCA50@s240.00@v@Gl8750@w0@C90@
LIVING-MA.127;22614;27;V45;1;5;05;12,5mm;6,70;2;342;339;BF2D@HjLIVING-MA.127@r01@i5@p492778@l3420@n2@e6.703@d12.5@gCA50@s50.00@v@Gl320@w-90@l3100@w0@C65@
LIVING-MA.127;22614;27;V45;1;6;06;12,5mm;35,08;4;895;892;BF2D@HjLIVING-MA.127@r01@i6@p492779@l8950@n4@e35.084@d12.5@gCA50@s50.00@v@Gl290@w-90@l8660@w0@C70@
LIVING-MA.127;22614;27;V45;1;7;07;12,5mm;17,15;2;875;875;BF2D@HjLIVING-MA.127@r01@i7@p492780@l8750@n2@e17.15@d12.5@gCA50@s50.00@v@Gl8750@w0@C91@
LIVING-MA.127;22614;27;V45;1;8;08;6,3mm;42,09;138;122;117;BF2D@HjLIVING-MA.127@r01@i8@p492781@l1220@n138@e42.09@d6.3@gCA50@s25.00@v@Gl60@w-120@l350@w-90@l200@w-90@l350@w-90@l200@w-120@l60@w0@C77@
LIVING-MA.127;22614;28;V48;1;72;01;6,3mm;1,68;2;335;334;BF2D@HjLIVING-MA.127@r01@i72@p492850@l3350@n2@e1.675@d6.3@gCA50@s25.00@v@Gl270@w-90@l3080@w0@C83@
LIVING-MA.127;22614;28;V48;1;73;02;16mm;27,04;2;845;845;BF2D@HjLIVING-MA.127@r01@i73@p492851@l8450@n2@e27.04@d16.0@gCA50@s240.00@v@Gl8450@w0@C96@
LIVING-MA.127;22614;28;V48;1;74;03;12,5mm;8,23;2;420;420;BF2D@HjLIVING-MA.127@r01@i74@p492852@l4200@n2@e8.232@d12.5@gCA50@s50.00@v@Gl4200@w0@C66@
LIVING-MA.127;22614;28;V48;1;75;04;16mm;28,16;2;880;880;BF2D@HjLIVING-MA.127@r01@i75@p492853@l8800@n2@e28.16@d16.0@gCA50@s240.00@v@Gl8800@w0@C90@
LIVING-MA.127;22614;28;V48;1;76;05;12,5mm;6,80;2;347;344;BF2D@HjLIVING-MA.127@r01@i76@p492854@l3470@n2@e6.801@d12.5@gCA50@s50.00@v@Gl320@w-90@l3150@w0@C69@
LIVING-MA.127;22614;28;V48;1;77;06;12,5mm;35,08;4;895;892;BF2D@HjLIVING-MA.127@r01@i77@p492855@l8950@n4@e35.084@d12.5@gCA50@s50.00@v@Gl290@w-90@l8660@w0@C83@
LIVING-MA.127;22614;28;V48;1;78;07;12,5mm;17,15;2;875;875;BF2D@HjLIVING-MA.127@r01@i78@p492856@l8750@n2@e17.15@d12.5@gCA50@s50.00@v@Gl8750@w0@C95@
LIVING-MA.127;22614;28;V48;1;79;08;6,3mm;42,09;138;122;117;BF2D@HjLIVING-MA.127@r01@i79@p492857@l1220@n138@e42.09@d6.3@gCA50@s25.00@v@Gl60@w-120@l350@w-90@l200@w-90@l350@w-90@l200@w-120@l60@w0@C81@
LIVING-MA.127;22614;30;V32;1;190;01;16mm;18,08;2;565;565;BF2D@HjLIVING-MA.127@r01@i190@p492975@l5650@n2@e18.08@d16.0@gCA50@s240.00@v@Gl5650@w0@C71@
LIVING-MA.127;22614;30;V32;1;191;02;16mm;3,84;1;240;240;BF2D@HjLIVING-MA.127@r01@i191@p492976@l2400@n1@e3.84@d16.0@gCA50@s240.00@v@Gl2400@w0@C76@
LIVING-MA.127;22614;30;V32;1;192;03;10mm;4,41;2;350;350;BF2D@HjLIVING-MA.127@r01@i192@p492977@l3500@n2@e4.41@d10.0@gCA50@s40.00@v@Gl3500@w0@C67@
LIVING-MA.127;22614;30;V32;1;193;04;16mm;22,56;3;470;470;BF2D@HjLIVING-MA.127@r01@i193@p492978@l4700@n3@e22.56@d16.0@gCA50@s240.00@v@Gl4700@w0@C76@
LIVING-MA.127;22614;30;V32;1;194;05;25mm;50,31;2;645;645;BF2D@HjLIVING-MA.127@r01@i194@p492979@l6450@n2@e50.31@d25.0@gCA50@s375.00@v@Gl6450@w0@C96@
LIVING-MA.127;22614;30;V32;1;195;06;12,5mm;13,23;2;675;675;BF2D@HjLIVING-MA.127@r01@i195@p492980@l6750@n2@e13.23@d12.5@gCA50@s50.00@v@Gl6750@w0@C90@
LIVING-MA.127;22614;30;V32;1;196;07;12,5mm;14,90;4;380;380;BF2D@HjLIVING-MA.127@r01@i196@p492981@l3800@n4@e14.896@d12.5@gCA50@s50.00@v@Gl3800@w0@C65@
LIVING-MA.127;22614;30;V32;1;197;08;16mm;31,20;2;975;975;BF2D@HjLIVING-MA.127@r01@i197@p492982@l9750@n2@e31.2@d16.0@gCA50@s240.00@v@Gl9750@w0@C83@
LIVING-MA.127;22614;30;V32;1;198;09;16mm;5,84;1;365;365;BF2D@HjLIVING-MA.127@r01@i198@p492983@l3650@n1@e5.84@d16.0@gCA50@s240.00@v@Gl3650@w0@C85@
LIVING-MA.127;22614;30;V32;1;199;10;16mm;3,36;1;210;210;BF2D@HjLIVING-MA.127@r01@i199@p492984@l2100@n1@e3.36@d16.0@gCA50@s240.00@v@Gl2100@w0@C78@
LIVING-MA.127;22614;30;V32;1;200;11;12,5mm;22,05;2;1125;1125;BF2D@HjLIVING-MA.127@r01@i200@p492985@l11250@n2@e22.05@d12.5@gCA50@s50.00@v@Gl11250@w0@C84@
LIVING-MA.127;22614;30;V32;1;201;12;12,5mm;2,35;1;240;240;BF2D@HjLIVING-MA.127@r01@i201@p492986@l2400@n1@e2.352@d12.5@gCA50@s50.00@v@Gl2400@w0@C86@
LIVING-MA.127;22614;30;V32;1;202;13;12,5mm;10,19;2;520;520;BF2D@HjLIVING-MA.127@r01@i202@p492987@l5200@n2@e10.192@d12.5@gCA50@s50.00@v@Gl5200@w0@C96@
LIVING-MA.127;22614;30;V32;1;203;14;12,5mm;22,64;2;1155;1155;BF2D@HjLIVING-MA.127@r01@i203@p492988@l11550@n2@e22.638@d12.5@gCA50@s50.00@v@Gl11550@w0@C76@
LIVING-MA.127;22614;30;V32;1;204;15;12,5mm;3,97;1;405;405;BF2D@HjLIVING-MA.127@r01@i204@p492989@l4050@n1@e3.969@d12.5@gCA50@s50.00@v@Gl4050@w0@C91@
LIVING-MA.127;22614;30;V32;1;205;16;12,5mm;13,52;2;690;690;BF2D@HjLIVING-MA.127@r01@i205@p492990@l6900@n2@e13.524@d12.5@gCA50@s50.00@v@Gl6900@w0@C81@
LIVING-MA.127;22614;30;V32;1;206;17;12,5mm;3,87;1;395;395;BF2D@HjLIVING-MA.127@r01@i206@p492991@l3950@n1@e3.871@d12.5@gCA50@s50.00@v@Gl3950@w0@C88@
LIVING-MA.127;22614;30;V32;1;207;18;6,3mm;57,38;135;170;165;BF2D@HjLIVING-MA.127@r01@i207@p492992@l1700@n135@e57.375@d6.3@gCA50@s25.00@v@Gl60@w-120@l650@w-90@l140@w-90@l650@w-90@l140@w-120@l60@w0@C96@
LIVING-MA.127;22614;30;V32;1;208;19;8mm;26,78;6;1116;1116;BF2D@HjLIVING-MA.127@r01@i208@p492993@l11160@n6@e26.784@d8.0@gCA50@s32.00@v@Gl11160@w0@C87@
LIVING-MA.127;22614;30;V32;1;209;20;8mm;14,76;6;615;615;BF2D@HjLIVING-MA.127@r01@i209@p492994@l6150@n6@e14.76@d8.0@gCA50@s32.00@v@Gl6150@w0@C72@
LIVING-MA.127;22614;30;V32;1;210;21;8mm;13,68;6;570;570;BF2D@HjLIVING-MA.127@r01@i210@p492995@l5700@n6@e13.68@d8.0@gCA50@s32.00@v@Gl5700@w0@C79@
LIVING-MA.127;22614;30;V32;1;211;22;8mm;16,08;6;670;670;BF2D@HjLIVING-MA.127@r01@i211@p492996@l6700@n6@e16.08@d8.0@gCA50@s32.00@v@Gl6700@w0@C78@
LIVING-MA.127;22614;30;V32;1;212;23A;10mm;9,10;2;722;720;BF2D@HjLIVING-MA.127@r01@i212@p492997@l7220@n2@e9.097@d10.0@gCA50@s40.00@v@Gl350@w-90@l6420@w0@l450@w0@C68@
LIVING-MA.127;22614;30;V32;1;213;23B;10mm;7,72;2;613;611;BF2D@HjLIVING-MA.127@r01@i213@p492998@l6130@n2@e7.724@d10.0@gCA50@s40.00@v@Gl350@w-90@l5780@w0@C76@
LIVING-MA.127;22614;30;V32;1;214;24;6,3mm;22,50;60;150;145;BF2D@HjLIVING-MA.127@r01@i214@p492999@l1500@n60@e22.5@d6.3@gCA50@s25.00@v@Gl60@w-120@l350@w-90@l340@w-90@l350@w-90@l340@w-120@l60@w0@C68@
